stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
5710AWA10677,,"Baptist Church",,51.528383093,-3.184690779,,,0,,,0
5720CBZ02517,,"Baron Road",,51.434605536,-3.183105721,,,0,,,0
5720AWA11788,,"Barons Court",,51.449122797,-3.190567052,,,0,,,0
5720AWA11789,,"Barons Court",,51.44850193,-3.190608461,,,0,,,0
5710AWA10231,,"Baron's Court Rd",,51.497895036,-3.153690213,,,0,,,0
5710WDB48477,,Barrage,,51.445147867,-3.168274937,,,0,,,0
5720AWA11910,,"Barry (King Square)",,51.406831576,-3.267049585,,,0,,,0
5720AWA11911,,"Barry (King Square)",,51.406687901,-3.267031235,,,0,,,0
5720WDB46646,,"Barry (Tynewydd Road)",,51.407294828,-3.267450593,,,0,,,0
5720WDB21702,,"Barry (Wyndham Street)",,51.407423502,-3.266361437,,,0,,,0
5720AWA11917,,"Barry Civic Offices 1",,51.403285841,-3.273119099,,,0,,,0
5720AWA11918,,"Barry Civic Offices 2",,51.403309216,-3.273450409,,,0,,,0
5720AWA11889,,"Barry College",,51.410869241,-3.283553187,,,0,,,0
5720AWA11728,,"Barry College",,51.409388342,-3.282476459,,,0,,,0
5720AWA11887,,"Barry Hospital",,51.414289914,-3.283217611,,,0,,,0
5720AWA11734,,"Barry Hotel",,51.398178821,-3.284606596,,,0,,,0
5720AWA11735,,"Barry Hotel",,51.398290317,-3.284279095,,,0,,,0
5720AWA11821,,"Barry Island (Marine Hotel)",,51.393564105,-3.267430349,,,0,,,0
5720WDB23568,,"Barry Island Stn Approach",,51.392014789,-3.27513457,,,0,,,0
5720AWA11749,,"Barry Kwik Fit",,51.409822473,-3.263206929,,,0,,,0
5720AWA11750,,"Barry Kwik Fit",,51.409452047,-3.26336926,,,0,,,0
5720CBX02470,,"Barry Morrisons",,51.400902263,-3.272195671,,,0,,,0
5720AWA11875,,"Barry Rugby Club",,51.421791486,-3.271212682,,,0,,,0
5720AWA11876,,"Barry Rugby Club",,51.422000044,-3.271309223,,,0,,,0
5710AWA11239,,"BBC Studios",,51.497033421,-3.226187832,,,0,,,0
5710AWA11238,,"BBC Studios",,51.49705135,-3.227052671,,,0,,,0
5710AWA11683,,"Beauchamp Street",,51.476669067,-3.186633253,,,0,,,0
5710AWA10784,,"Beckgrove Close",,51.491011979,-3.132918747,,,0,,,0
5710AWA10783,,"Beckgrove Close",,51.491522584,-3.133118661,,,0,,,0
5710AWA11323,,"Beda Rd",,51.479375642,-3.206892814,,,0,,,0
5710AWA11324,,"Beda Rd",,51.479448839,-3.207643567,,,0,,,0
5720AWA11794,,"Bedlington Terrace",,51.404609049,-3.286166997,,,0,,,0
5710AWM26348,,"Beechley Drive",,51.493317543,-3.252765797,,,0,,,0
5710AWA11392,,"Beechley Drive",,51.49322688,-3.252835335,,,0,,,0
5710AWA11397,,"Beechley Drive",,51.496790651,-3.252558514,,,0,,,0
